species,CXD_0801_FDSW210423161-1r,CXD_0802_FDSW210423162-1r,CXD_0803_FDSW210423163-1r,CXD_0804_FDSW210423164-1r,CXD_0805_FDSW210423165-1r,CXD_0807_FDSW210423167-1r,CXD_1001_FDSW210423173-1r,CXD_1003_FDSW210423175-1r,CXD_1004_FDSW210423176-1r,CXD_1007_FDSW210423179-1r,CXD_1009_FDSW210423181-1r,CXD_1015_FDSW210423187-1r,CXD_1201_FDSW210423188-1r,CXD_1202_FDSW210423189-1r,CXD_1203_FDSW210423190-1r,CXD_1213_FDSW210423200-1r,CXD_1214_FDSW210423201-1r,CXD_1215_FDSW210423202-1r,CXD_0204_FDSW210423206-1r,CXD_0209_FDSW210423211-1r,CXD_0210_FDSW210423212-1r,CXD_0213_FDSW210423215-1r,CXD_0214_FDSW210423216-1r,CXD_0215_FDSW210423217-1r,CXD_1401_FDSW210423218-1r,CXD_1402_FDSW210423219-1r,CXD_1408_FDSW210423225-1r,CXD_1412_FDSW210423229-1r,CXD_1414_FDSW210423231-1r,CXD_1415_FDSW210423232-1r,CXD_1604_FDSW210423236-1r,CXD_1609_FDSW210423241-1r,CXD_1610_FDSW210423242-1r,CXD_1611_FDSW210423243-1r,CXD_1612_FDSW210423244-1r,CXD_1613_FDSW210423245-1r
Navicula cari,0,0,0,0,0,0,0,26.3997931,0,0,0,0,92.33620272,0,0,43.06687176,37.43033553,0,0,0,30.09492319,162.6425703,77.68772346,98.64932919,39.56784183,21.28207426,50.33826023,0,0,0,0,0,0,0,0,0
Navicula cf. antonii,0,0,0,0,0,0,8.99658985,0,0,0,0,0,0,0,0,0,0,34.65663503,55.49541327,0,0,450.2789679,27.74561552,86.31816304,62.39544288,0,0,0,0,0,8.015969588,0,0,0,0,0
Navicula cryptocephala,0,0,0,0,0,0,0,111.0991293,0,17.518273,0,0,80.42185398,100.2838328,34.14856923,70.93367114,61.90401646,0,20.44567857,0,78.2468003,228.9043583,124.8552698,164.4155487,225.2323304,164.1760014,207.4546482,0,0,0,0,0,0,0,0,0
Navicula cryptotenella,0,0,0,0,0,0,0,0,0,0,0,0,0,26.54572046,0,0,0,0,0,0,0,0,24.97105397,57.54544203,103.4851248,45.60444484,0,0,0,0,0,0,0,0,0,0
Navicula diserta,0,0,0,0,0,0,44.98294925,0,0,0,0,0,0,38.34381844,55.87947693,0,0,0,81.78271429,0,0,99.39268188,58.26579259,156.1947712,158.2713673,57.76563014,109.8289314,0,0,0,0,0,0,0,0,0
Navicula glaciei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.52207692,0,0,14.44026459,0,0,12.03796928,24.09519561,33.29473862,24.6623323,15.2184007,0,0,0,0,0,0,0,0,0,0,0
Navicula gregaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.24988847,26.35833474,0,0,0,0,0,0,0,0,0,0,0,0,0
Navicula incertata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.44927408,0,0,0,0
Navicula lanceolata,0,0,0,0,0,46.36309523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navicula microdigitoradiata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.46683557,0,0,52.57460205,0,30.09492319,131.0176261,162.3118508,137.0129572,57.82992267,0,0,0,0,0,0,0,0,0,0,0
Navicula mollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.73341778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navicula phyllepta,0,0,38.39006283,0,38.13875093,40.56770832,0,0,67.38671514,0,66.52184572,0,0,289.0534005,484.2888,73.46701654,0,254.1486569,103.6887985,235.4555676,9.028476958,1054.164808,1126.47199,201.4090471,12.17472056,0,42.71125111,94.64900711,0,33.47872295,0,0,0,69.67403197,32.70929465,73.18951494
Navicula ramosissima,0,0,0,0,19.06937547,20.28385416,80.96930865,127.599,14.03889899,20.43798517,0,0,116.1649002,64.88953889,124.1766154,243.2011582,264.8916053,49.09689962,23.3664898,14.3570468,228.7214163,237.9400566,278.843436,289.0973397,213.0576098,142.8939272,125.0829497,25.42809146,0,12.8764319,21.3759189,0,16.87897076,18.75839322,0,80.50846643
Navicula salinarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.46683557,0,0,0,0,0,108.4283802,133.1789545,79.46751518,79.13568365,0,0,0,0,0,0,0,0,0,0,0
Navicula salinicola,0,0,0,0,0,0,26.98976955,59.39953447,0,0,0,0,114.6756066,0,68.29713847,111.4671975,66.22290133,0,87.62433674,0,57.18035407,0,16.64736931,95.90907005,70.00464323,18.24177794,126.6083515,0,0,15.45171829,13.35994931,0,0,0,0,0
Navicula slesvicensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.87360281,0,0,0,0,0,0,0,0,0,0,0
Navicula sp.,0,11.02652936,49.35865221,18.50591699,0,0,173.9340704,706.1944653,19.65445858,0,95.44438734,120.6757367,711.8823371,225.6386239,246.8010231,1943.07592,1949.256704,294.5813977,525.7460205,429.2756994,2112.663608,1231.866875,1431.673761,2357.992994,1824.686244,1419.818383,1770.991519,25.42809146,42.61308777,0,366.0626112,36.01449186,30.94477972,0,0,0
Navicula tripunctata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.35562555,0,0,0,0,0,0,0,0,0
Navicula trivialis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.61918423,51.98495254,0,203.8700646,46.64713095,0,74.91316191,0,146.0966467,45.60444484,0,0,0,0,0,0,0,0,0,0
Navicula veneta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.34129231,0,0,0,290.6207169,0,0,144.5711736,0,398.7077055,488.5106625,480.366819,76.27009126,0,0,0,0,0,0,0,0,0
Naviculales sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.65520211,0,0,0,0,0,0,0,0,0,0,0
Neanthes meggitti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.89953957,46.35515486,0,0,0,0,0,0
Nematoda environmental sample,0,0,0,0,62.65651939,0,0,114.3991034,0,0,0,0,0,0,0,0,0,0,0,22.97127488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nematostella vectensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.08329616,20.80921164,0,0,0,0,0,0,0,0,0,0,0,0,0
Neopyropia yezoensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5472.906241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitzschia brevirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.15479606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitzschia cf. agnita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.82760105,0,0,0,0,0,0,0,0,0,0,0
Nitzschia longissima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.13338159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitzschia sigma,0,0,0,0,0,0,0,0,0,0,0,0,59.57174369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitzschia sp. (in: diatoms),0,11.02652936,0,0,0,0,89.9658985,71.49943963,19.65445858,0,0,0,104.2505515,63.41477665,96.23687693,39.26685367,59.02475988,0,112.4512322,0,69.21832335,176.1961179,95.72237355,110.9804953,123.2690457,86.64844521,67.11768031,110.1883963,19.97488489,30.90343657,21.3759189,0,0,0,0,32.20338657
Notomastus tenuis,0,0,0,0,0,234.7131696,0,108.8991465,0,0,1444.680954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144.825313,0
Notomastus torquatus,0,0,0,0,0,0,0,0,0,0,60.7373374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16908371,0
Oblongichytrium sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.28570117,0,0,0,0,0,0,0,0,0,0,0,0
Odontella sp. (in: diatoms),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.61842328,28.77272101,0,0,0,0,0,0,0,0,0,0,0,0
Opephora sp. ECT3831-Opep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.09519561,47.16754639,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovammina opaca,0,0,0,0,0,0,0,0,28.07779797,100.7300698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paracalanus parvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.68503749,0,0,0,0,0,0,0,0,0,0
Pennate diatom sp. W5-1,0,0,0,0,0,0,0,35.19972413,0,0,0,0,0,0,0,34.20016287,0,0,0,0,0,48.19039121,0,0,0,0,0,36.72946545,0,0,0,0,0,0,0,0
Perca flavescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.517849176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perinereis aibuhitensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.0604158,135.202535,0,0,0,0,0,0
Perinereis brevicirris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.25631367,10.30114552,0,0,0,0,0,0
Perinereis cultrifera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.65327194,0,0,0,0,0,0,0
Perkinsus marinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266672699,0,0,1.460405612,0,0,0,0,0,0,0,1.525401825,0,0,0,0,0,0,0,0,0
Phaeodactylum tricornutum,0,0,0,0,0,0,184.4300919,191.3984999,0,0,0,0,357.4304621,393.7615201,526.1984077,456.0021716,452.043283,0,331.512074,173.7202663,320.510932,721.3499185,658.9583686,635.7401215,413.9404991,381.5571885,254.7421048,0,0,0,22.71191383,0,0,0,0,0
Pinnularia brebissonii,0,0,0,0,0,0,0,21.99982758,0,0,0,0,62.55033088,0,46.56623077,53.20025335,63.34364475,0,0,0,48.15187711,48.19039121,0,35.62336887,0,0,45.76205476,0,0,0,0,0,0,0,0,0
Pinus taeda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25401825,0,0,0,0,0,0,0,0,0
Placoneis clementis,0,0,0,0,0,0,0,26.3997931,0,0,0,0,29.78587185,0,0,0,0,0,0,0,0,33.13089396,0,0,33.48048155,33.44325955,57.96526936,0,0,0,0,0,0,0,0,0
Plasmodium inui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.011899451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platynereis dumerilii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.9199108,296.1579338,0,0,0,0,0,0
Pleurosigma sp.,0,0,0,0,27.24196495,0,0,65.99948274,0,0,0,0,0,0,0,27.86679938,0,0,0,33.02120764,0,0,0,43.84414631,0,0,0,265.5822886,63.91963166,0,0,0,0,0,0,0
Pleurosigma strigosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.30137398,10.65327194,0,0,0,0,0,0,0
Poecilochaetus serpens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.4975583,0,0,0,0,0,0,0
Polinices peselephanti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2864518,20.60229105,0,0,0,0,0,0
Polydora sp. 1 HA-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.0925183,0,171.2565443,0,0,0,0,0,0
Potamocorbula amurensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.98612837
Proaphanostoma tenuissima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.263465
Psammodictyon constrictum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.04035415,0,0,0,0,0,0,0,0,0,0,0,0,16.10169329
Psammodictyon panduriforme,0,0,0,0,0,0,0,0,0,0,0,10.60885598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25264717,0,0,0
Psammophaga sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.5464732,0
Pseudo-nitzschia americana,0,0,0,0,0,0,0,39.59968964,0,0,0,0,44.67880777,0,27.93973846,58.26694415,63.34364475,0,0,0,27.08543087,39.15469286,77.68772346,54.80518288,36.52416169,0,0,0,0,0,0,0,19.69213255,0,0,0
Pseudo-nitzschia arctica,0,0,0,0,0,0,0,59.39953447,0,0,0,0,0,0,0,43.06687176,66.22290133,0,0,0,0,75.29748627,0,117.8311432,0,0,0,0,0,0,0,0,0,0,0,0
Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.28558682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudochilodonopsis fluviatilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.09200351,0,0,0,0,0,0,0,0,0,0,0
Pseudopolydora cf. kempi Japan-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.7090061,23.96986187,303.883793,0,0,0,0,65.4185893,0
Pseudostaurosira brevistriata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.33345398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptycholaimellus sp.,0,0,0,0,0,57.95386903,0,367.3971206,78.61783433,0,156.1817247,129.9584857,0,100.2838328,0,45.60021716,80.61918423,0,0,100.4993276,63.19933871,0,58.26579259,0,0,118.5715566,131.184557,0,0,0,293.9188849,54.02173778,67.51588302,0,0,79.04467613
Rhabdonema minutum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.23798902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhizophydium sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.8552698,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhoikoneis pagoensis,0,0,0,0,0,0,0,32.99974137,0,0,0,0,0,0,0,0,0,0,0,0,0,51.20229067,0,38.36362802,0,0,45.76205476,0,0,0,0,0,0,0,0,0
Sarcophaga shirakii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.64474117,0,0,0,0,0,0,0,0,0,0
Secale cereale,0,0,0,0,0,0,0,0,0,0,0,0,0,2.949524495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sellaphora pupula,0,0,0,0,0,0,23.99090627,10.99991379,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07139671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seminavis robusta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.67064616,0,0,0,0,0,0,7196.933738,6076.289799,5735.362389,7036.988485,5607.826568,5558.564251,0,0,0,0,0,0,0,0,0
Sinocalanus sinensis,0,0,0,0,0,0,0,0,0,0,0,0,107.2291386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinocalanus tenellus,0,0,0,0,0,0,0,0,0,0,0,0,74.46467961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinonovacula constricta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.29147482,0,0,0,0,0,0,0
Sinum sanctijohannis,0,0,0,0,0,0,0,5.499956895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skeletonema costatum,0,0,0,0,0,0,0,0,0,0,121.4746748,381.9188152,0,0,0,158.3340874,0,170.3951222,0,0,0,12.0475978,208.0921164,0,0,0,0,0,111.8593554,202.1599809,0,0,1032.430378,448.8615521,218.0619643,493.2973307
Skeletonema marinoi,0,0,0,0,0,0,0,0,0,11.67884867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.42064478
Skeletonema potamos,0,0,0,0,0,0,0,0,0,0,0,42.43542391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skeletonema subsalsum,0,0,0,0,0,0,0,0,0,0,78.09086237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenocaropsis sp. DZMB017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.42382766,0,0,0,0,0
Stephanocyclus meneghinianus,0,0,0,0,0,0,0,0,0,0,0,151.1761977,0,0,0,212.8010134,0,0,0,0,0,197.279414,191.4447471,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephanodiscus sp.,0,0,0,0,0,0,0,0,0,0,0,39.78320991,0,0,0,38.00018097,31.67182238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43816368,0,0
Strombidium triquetrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.44026459,0,0,0,0,0,0,0,0,0,0,13.31658993,0,0,0,0,0,0,0
Surirella cf. bifrons ECR-2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.84386173,0,0,0,0,0,0,0,0,0,0,0,0,0
Surirella minuta,0,0,0,0,0,0,0,0,0,0,0,0,107.2291386,23.59619596,108.6545385,81.06705273,57.58513159,0,54.03500766,123.4706025,0,182.2199168,260.8087859,183.5973627,0,66.88651911,0,28.25343496,0,20.60229105,0,0,0,0,0,0
Surirella sp.,0,0,0,0,0,0,0,0,0,0,0,0,20.85011029,91.43525935,117.9677846,144.4006877,14.3962829,0,0,132.0848306,0,243.9638555,30.52017707,16.44155487,0,33.44325955,0,0,0,59.23158676,0,0,0,0,0,0
Surirella striatula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.13089396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tachidius triangularis,0,0,0,0,0,0,0,0,0,55.47453118,0,0,0,0,0,0,0,0,0,829.8373051,0,0,0,0,48.69888225,0,478.9761731,0,0,0,0,0,0,0,0,0
Tethinosoma fulvifrons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4103713,0,0,0,0,0,0,0,0,0,0
Thalassiosira anguste-lineata,0,0,0,0,0,0,0,0,0,0,0,161.7850536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalassiosira concaviuscula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.20025335,0,0,0,0,0,0,0,0,0,0,0,0,89.22115252,0,0,0,0,0,0,0
Thalassiosira curviseriata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.30137398,0,0,0,0,0,0,0,90.75499852
Thalassiosira decipiens,0,0,0,0,0,0,0,0,0,0,20.24577913,0,0,0,0,25.33345398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalassiosira eccentrica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.11390783,0,58.26579259,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalassiosira lundiana,0,0,0,0,0,0,0,0,0,0,43.38381243,50.39206589,0,0,0,35.46683557,28.7925658,0,0,0,0,0,0,0,0,0,0,0,26.63317986,0,0,0,33.75794151,36.17690122,0,40.98612837
Thalassiosira mala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.29120823
Thalassiosira minima,0,0,0,0,0,0,0,0,0,0,43.38381243,111.3929878,0,0,0,38.00018097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalassiosira minuscula,0,0,0,0,0,0,0,0,0,0,40.49155827,0,0,0,0,40.53352637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalassiosira nordenskioeldii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25264717,0,0,0
Thalassiosira profunda,0,0,0,0,0,0,0,0,0,0,0,26.52213994,0,0,0,0,0,34.65663503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalassiosira punctigera,0,0,0,0,0,0,0,0,0,0,0,18.56549796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.23586829,32.70929465,49.76887016
Thalassiosira sp.,0,0,0,0,0,0,0,10.99991379,0,0,0,66.30534985,0,0,0,226.7344131,69.10215791,0,0,0,0,0,0,0,0,0,0,0,0,66.95744591,0,0,14.06580896,138.0081787,76.32168751,11.71032239
Tigriopus californicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71666949,0,0,0,0,36.72946545,0,0,72.14372629,0,0,0,0,0
Tigriopus cf. fulvus BMR-2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.5417429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trachyneis sp.,0,0,0,0,0,0,0,28.59977585,0,0,0,0,0,0,43.46181539,0,0,0,0,0,0,0,0,0,60.87360281,0,42.71125111,0,0,0,0,0,0,0,0,0
Urechis caupo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.4825313,0
Virgulinella fragilis,0,0,0,0,0,0,0,26.3997931,0,0,66.52184572,58.34870787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.94976979,0,0,0,132.2186043,112.5503593,103.5794331,38.05854777
